transaction_id,amount,merchant,location,is_fraud
1901,1108.9,StoreD,WA,0
1902,11.45,StoreF,FL,0
1903,1522.22,StoreD,WA,0
1904,71.59,StoreH,NV,0
1905,1491.72,StoreA,FL,0
1906,405.76,StoreD,TX,0
1907,1916.19,StoreD,NY,0
1908,736.51,StoreA,NV,0
1909,654.54,StoreC,NY,0
1910,298.63,StoreC,TX,0
1911,611.9,StoreD,CA,0
1912,1753.42,StoreA,CA,0
1913,1992.67,StoreC,IL,0
1914,737.25,StoreE,NJ,0
1915,897.77,StoreB,CA,0
1916,1444.42,StoreB,NV,0
1917,1772.51,StoreF,CA,0
1918,1186.5,StoreB,NV,0
1919,783.66,StoreD,NV,0
1920,825.83,StoreB,NY,0
1921,1391.54,StoreB,CA,0
1922,7.43,StoreE,FL,0
1923,1239.56,StoreC,WA,0
1924,711.63,StoreE,CA,0
1925,1588.6,StoreD,CA,0
1926,186.89,StoreB,CA,0
1927,1176.82,StoreG,IL,0
1928,962.46,StoreC,FL,0
1929,1285.01,StoreF,FL,0
1930,130.64,StoreF,NV,0
1931,1160.39,StoreH,FL,0
1932,1123.41,StoreH,NV,0
1933,1121.76,StoreB,WA,0
1934,1207.37,StoreB,NY,0
1935,1353.26,StoreF,NV,0
1936,1610.17,StoreF,CA,0
1937,540.37,StoreG,TX,0
1938,1650.27,StoreD,NJ,0
1939,997.01,StoreB,TX,0
1940,155.04,StoreF,IL,0
1941,118.04,StoreG,CA,0
1942,669.14,StoreA,NJ,0
1943,1570.01,StoreF,NV,0
1944,1415.65,StoreC,CA,0
1945,1577.44,StoreC,NJ,0
1946,1035.02,StoreA,IL,0
1947,880.96,StoreH,FL,0
1948,295.76,StoreD,NV,0
1949,657.06,StoreH,WA,0
1950,868.6,StoreB,CA,0
1951,178.11,StoreH,FL,0
1952,442,StoreB,NJ,0
1953,1196.85,StoreF,IL,0
1954,1471.59,StoreC,FL,0
1955,1996.7,StoreD,NV,0
1956,1866.29,StoreD,IL,0
1957,1285.49,StoreD,IL,0
1958,843.07,StoreF,IL,0
1959,1272.72,StoreB,NJ,0
1960,1571.52,StoreD,NY,1
1961,237.55,StoreF,IL,0
1962,820.4,StoreF,NY,0
1963,1679.76,StoreA,FL,0
1964,768.28,StoreE,WA,0
1965,1144.17,StoreH,NY,0
1966,1175.95,StoreD,FL,1
1967,369.77,StoreE,NY,0
1968,725.11,StoreB,FL,0
1969,669.69,StoreF,FL,0
1970,53.37,StoreG,NJ,0
1971,49.36,StoreH,WA,0
1972,1663.56,StoreH,IL,0
1973,546.87,StoreD,WA,1
1974,1036.64,StoreG,WA,1
1975,598.15,StoreC,IL,0
1976,1881.42,StoreB,FL,0
1977,519.33,StoreA,IL,0
1978,859.88,StoreA,FL,0
1979,1745.59,StoreE,IL,1
1980,1684.03,StoreF,NJ,0
1981,373.02,StoreE,TX,0
1982,1605.48,StoreC,NY,0
1983,916.92,StoreC,WA,0
1984,966.45,StoreH,FL,0
1985,267.83,StoreA,CA,0
1986,162.12,StoreG,IL,0
1987,1456.15,StoreD,IL,0
1988,993.43,StoreA,NV,0
1989,874.26,StoreA,CA,0
1990,1459.29,StoreG,CA,0
1991,1531.26,StoreH,NJ,0
1992,318.66,StoreH,WA,0
1993,1220.84,StoreG,TX,0
1994,271.57,StoreC,NY,0
1995,1503,StoreG,TX,0
1996,1314.25,StoreE,NY,0
1997,1913.27,StoreC,FL,0
1998,138.85,StoreG,WA,0
1999,115.05,StoreF,TX,0
2000,565.09,StoreC,NV,0
2001,524.15,StoreC,NY,0
2002,494.71,StoreA,TX,0
2003,1812.6,StoreD,WA,0
2004,499.84,StoreA,NV,0
2005,544.63,StoreB,WA,0
2006,1519.04,StoreC,CA,0
2007,900.03,StoreG,IL,0
2008,1553.64,StoreG,FL,0
2009,131.67,StoreG,NJ,0
2010,975.65,StoreC,WA,0
2011,68.19,StoreG,FL,1
2012,126.24,StoreB,WA,0
2013,1812.97,StoreC,CA,0
2014,279.35,StoreG,WA,0
2015,1065.31,StoreC,WA,0
2016,822.78,StoreF,TX,0
2017,695.34,StoreC,IL,0
2018,1799.77,StoreB,CA,0
2019,44.62,StoreA,NV,1
2020,1327.92,StoreC,IL,0
2021,1926.83,StoreD,NY,0
2022,1120.78,StoreB,TX,0
2023,1873.71,StoreE,IL,0
2024,105.46,StoreF,NY,0
2025,838.17,StoreB,CA,0
2026,521.06,StoreA,WA,0
2027,1461.91,StoreG,FL,0
2028,1962.61,StoreG,IL,0
2029,513.8,StoreB,IL,0
2030,1308.7,StoreE,NY,1
2031,397,StoreG,NJ,0
2032,1131.1,StoreF,NY,0
2033,928.4,StoreD,FL,0
2034,1944.04,StoreE,NY,1
2035,1217.45,StoreH,NY,0
2036,699.66,StoreH,IL,0
2037,229.08,StoreB,FL,0
2038,303.34,StoreE,FL,0
2039,451.41,StoreG,WA,0
2040,502.68,StoreG,IL,0
2041,1701.38,StoreB,WA,0
2042,1122.88,StoreG,CA,0
2043,1047.26,StoreG,NJ,0
2044,230.42,StoreD,NJ,0
2045,1720.42,StoreD,CA,0
2046,1445.91,StoreA,NJ,0
2047,136.27,StoreD,NJ,0
2048,1415.96,StoreC,IL,0
2049,1087.53,StoreE,NY,0
2050,164.37,StoreE,TX,0
2051,917.14,StoreB,CA,0
2052,969.91,StoreD,CA,0
2053,332.38,StoreA,IL,0
2054,1891.45,StoreG,WA,0
2055,1700.1,StoreA,IL,0
2056,1338.38,StoreA,TX,0
2057,925.13,StoreF,TX,0
2058,824.12,StoreG,NJ,0
2059,1302.3,StoreC,FL,0
2060,1091.32,StoreD,NJ,0
2061,125.48,StoreG,IL,0
2062,1025.49,StoreA,CA,0
2063,1613,StoreG,WA,0
2064,919.02,StoreC,NJ,0
2065,104.86,StoreE,WA,0
2066,1572.77,StoreB,NJ,0
2067,403.53,StoreD,NJ,0
2068,517.98,StoreD,NV,0
2069,330.25,StoreF,NV,0
2070,661.1,StoreE,NJ,0
2071,1513.75,StoreD,NY,0
2072,1039.25,StoreF,CA,0
2073,410.56,StoreF,NJ,0
2074,1755.78,StoreF,NV,0
2075,1759.28,StoreH,WA,0
2076,1741.29,StoreD,CA,0
2077,478.35,StoreD,IL,0
2078,903.03,StoreD,CA,0
2079,1969.99,StoreC,NV,0
2080,1544.25,StoreF,WA,0
2081,55.31,StoreC,CA,0
2082,131.34,StoreB,TX,0
2083,928.4,StoreD,NY,0
2084,1818.53,StoreH,FL,0
2085,1077.86,StoreG,WA,0
2086,996.13,StoreE,NV,0
2087,211.84,StoreH,IL,0
2088,1313.9,StoreA,FL,0
2089,1644.38,StoreB,NY,0
2090,761.46,StoreG,WA,0
2091,1551.45,StoreA,NJ,0
2092,1928.99,StoreA,WA,0
2093,408.33,StoreD,TX,0
2094,1047.14,StoreE,TX,0
2095,574.99,StoreA,TX,0
2096,1585.92,StoreF,TX,0
2097,1155.61,StoreG,NV,0
2098,1269.53,StoreH,WA,0
2099,1596.03,StoreH,NV,0
2100,792.54,StoreA,CA,0
2101,1830.27,StoreB,IL,0
2102,1066.52,StoreE,CA,0
2103,316.75,StoreE,IL,0
2104,1392.1,StoreH,NY,0
2105,1586.73,StoreA,NJ,0
2106,634.21,StoreE,CA,0
2107,1714.5,StoreB,NY,0
2108,1812.38,StoreH,NJ,0
2109,554.53,StoreG,NY,0
2110,1967.06,StoreB,NY,0
2111,282.28,StoreB,TX,0
2112,404.83,StoreF,FL,0
2113,369.27,StoreD,FL,0
2114,1788.09,StoreA,NV,0
2115,1308.93,StoreG,NY,0
2116,305.06,StoreH,TX,1
2117,881.21,StoreE,CA,0
2118,1230.98,StoreB,CA,0
2119,167.84,StoreH,NV,1
2120,1764.95,StoreA,NV,0
2121,1607.4,StoreG,NY,0
2122,1010.91,StoreG,NJ,0
2123,1934.29,StoreA,NY,1
2124,836.1,StoreD,NJ,0
2125,1968.24,StoreF,CA,0
2126,1336.17,StoreE,CA,0
2127,1269.71,StoreF,CA,0
2128,332.74,StoreG,CA,1
2129,1763.97,StoreE,FL,0
2130,855.55,StoreG,NY,0
2131,325.3,StoreB,NY,0
2132,26.2,StoreB,CA,0
2133,1119.95,StoreA,TX,0
2134,1055.27,StoreE,CA,0
2135,1438.99,StoreE,IL,0
2136,1780.63,StoreG,WA,0
2137,159.73,StoreF,WA,0
2138,1463.26,StoreB,NV,0
2139,375.64,StoreC,IL,0
2140,1716.5,StoreA,TX,0
2141,1638.31,StoreH,NV,0
2142,1082.05,StoreE,WA,0
2143,1420.78,StoreD,TX,0
2144,629.39,StoreD,NV,0
2145,942.86,StoreC,CA,1
2146,1643.45,StoreB,NJ,0
2147,919.07,StoreB,CA,0
2148,716.24,StoreB,TX,0
2149,988.93,StoreF,NV,0
2150,1656.67,StoreG,FL,0
2151,671.08,StoreD,TX,0
2152,348.35,StoreB,NJ,0
2153,1424.32,StoreD,TX,1
2154,1652.13,StoreC,NJ,0
2155,202.17,StoreA,IL,1
2156,480.51,StoreG,NY,0
2157,284.8,StoreF,TX,0
2158,696.53,StoreE,FL,0
2159,901.25,StoreC,CA,0
2160,1497.9,StoreG,NV,0
2161,1302.64,StoreD,NY,0
2162,1242.24,StoreC,NV,0
2163,705.4,StoreE,CA,0
2164,1683.05,StoreG,TX,0
2165,943.1,StoreF,IL,0
2166,1958.23,StoreH,FL,0
2167,1268.65,StoreA,NY,0
2168,253.4,StoreE,FL,0
2169,1352.68,StoreG,NJ,0
2170,650.88,StoreF,WA,0
2171,1372.97,StoreD,FL,0
2172,140.21,StoreE,FL,0
2173,350.59,StoreH,FL,0
2174,1711.62,StoreC,CA,0
2175,455.13,StoreB,FL,0
2176,1674.25,StoreC,IL,0
2177,559.27,StoreD,FL,0
2178,1286.12,StoreG,CA,0
2179,1388.61,StoreH,NJ,0
2180,1025.8,StoreA,NV,0
2181,611.32,StoreE,CA,0
2182,426.08,StoreG,WA,0
2183,67.35,StoreA,WA,0
2184,608.59,StoreD,IL,0
2185,1306.67,StoreE,NJ,0
2186,1876.67,StoreF,IL,0
2187,1742.54,StoreF,TX,0
2188,1532.36,StoreG,CA,0
2189,1577.11,StoreC,NV,0
2190,1330.3,StoreG,TX,0
2191,521.31,StoreC,TX,0
2192,1814.48,StoreH,NY,0
2193,1341.79,StoreD,FL,0
2194,1121.32,StoreF,TX,0
2195,222.87,StoreH,TX,0
2196,894.66,StoreE,IL,0
2197,921.26,StoreF,NV,0
2198,1729.26,StoreC,TX,0
2199,1093.75,StoreG,NJ,0
2200,761.42,StoreD,WA,0
2201,1953.62,StoreF,NV,0
2202,222.33,StoreH,FL,0
2203,845.67,StoreD,WA,0
2204,85.01,StoreH,IL,0
2205,1480.07,StoreF,NJ,0
2206,1836.24,StoreG,WA,0
2207,560.79,StoreA,NY,0
2208,1716.83,StoreG,NY,0
2209,585.14,StoreF,FL,0
2210,1821.63,StoreC,FL,0
2211,1508.17,StoreG,WA,0
2212,1610.01,StoreE,IL,0
2213,37,StoreC,NJ,0
2214,1925.66,StoreC,IL,0
2215,1453.62,StoreC,NJ,0
2216,610.2,StoreD,CA,0
2217,1658.96,StoreB,TX,0
2218,563.76,StoreB,TX,0
2219,1745.63,StoreA,NJ,0
2220,226.05,StoreH,TX,0
2221,1407.67,StoreH,NV,0
2222,1081.86,StoreC,CA,0
2223,193.97,StoreB,WA,0
2224,484.55,StoreA,TX,0
2225,25.8,StoreD,NV,0
2226,938.07,StoreC,NJ,0
2227,603.23,StoreE,NJ,0
2228,1197.12,StoreD,NV,0
2229,595.18,StoreA,NY,0
2230,600.54,StoreD,NV,0
2231,1486.64,StoreE,FL,0
2232,97.24,StoreH,IL,0
2233,1805.89,StoreD,NV,0
2234,1704.68,StoreA,FL,0
2235,1335.94,StoreH,FL,0
2236,1186.85,StoreH,NY,0
2237,1784.71,StoreH,WA,0
2238,371.48,StoreE,NY,0
2239,158.86,StoreE,NJ,0
2240,479.78,StoreH,NJ,0
2241,1589.36,StoreD,NV,0
2242,70.31,StoreE,NY,0
2243,1166.03,StoreG,NY,0
2244,1990.88,StoreD,WA,0
2245,1711.54,StoreC,IL,0
2246,1043.37,StoreE,TX,0
2247,128.22,StoreD,NJ,0
2248,1662.92,StoreC,NV,0
2249,1198.36,StoreE,NJ,0
2250,230.75,StoreC,WA,0
2251,188.62,StoreF,NV,0
2252,1819.34,StoreE,NJ,0
2253,1338.73,StoreF,NV,0
2254,1658.74,StoreA,NY,0
2255,1758.08,StoreA,IL,0
2256,1143.97,StoreD,NY,0
2257,1035.38,StoreB,FL,0
2258,861.42,StoreF,CA,0
2259,634.58,StoreF,CA,0
2260,869.76,StoreA,WA,0
2261,1547.99,StoreF,CA,0
2262,1204.24,StoreB,WA,0
2263,1785.15,StoreH,TX,0
2264,887.32,StoreC,NY,0
2265,1214.57,StoreC,NJ,0
2266,1262.98,StoreB,FL,0
2267,1183.8,StoreF,FL,0
2268,1405.56,StoreF,CA,0
2269,475.63,StoreF,IL,0
2270,1025.22,StoreG,TX,0
2271,209.35,StoreD,WA,0
2272,769.64,StoreE,TX,0
2273,975.85,StoreB,CA,0
2274,1304.8,StoreB,WA,0
2275,1901.11,StoreG,WA,0
2276,1201.7,StoreB,CA,0
2277,1487.44,StoreH,NJ,0
2278,1013.03,StoreH,NY,1
2279,1268.57,StoreB,IL,0
2280,142.79,StoreG,TX,0
2281,509.53,StoreB,FL,0
2282,724.34,StoreF,CA,0
2283,945.51,StoreG,NY,0
2284,92.25,StoreD,FL,0
2285,280.91,StoreA,NJ,0
2286,554.35,StoreF,TX,0
2287,1943.09,StoreH,CA,0
2288,663.36,StoreF,WA,0
2289,964.6,StoreE,NJ,0
2290,393,StoreG,NJ,0
2291,1221.95,StoreH,IL,0
2292,562.09,StoreA,CA,0
2293,414.78,StoreB,NJ,0
2294,1033.63,StoreA,IL,0
2295,12.01,StoreD,NY,0
2296,16.32,StoreC,NY,0
2297,438.92,StoreF,NJ,0
2298,74.41,StoreG,TX,0
2299,216.94,StoreG,IL,0
2300,678.38,StoreA,CA,0
2301,1605.37,StoreE,NY,0
2302,1144.53,StoreH,CA,0
2303,1025.82,StoreD,TX,0
2304,587.68,StoreC,IL,0
2305,1863.58,StoreD,CA,0
2306,794.63,StoreG,FL,0
2307,175.1,StoreB,CA,0
2308,1234.52,StoreC,NV,0
2309,228.56,StoreH,NV,1
2310,691.1,StoreH,WA,0
2311,1015.32,StoreG,TX,0
2312,1748.57,StoreE,TX,0
2313,987.6,StoreC,TX,0
2314,1404.82,StoreG,FL,0
2315,1985.64,StoreE,IL,1
2316,263.85,StoreB,FL,0
2317,550.19,StoreE,WA,0
2318,789.76,StoreD,CA,0
2319,844.23,StoreA,NJ,0
2320,822.63,StoreD,NY,0
2321,1815.31,StoreH,IL,0
2322,1428.35,StoreG,NV,1
2323,1216.2,StoreG,NV,0
2324,619.44,StoreF,WA,0
2325,1647.76,StoreD,NJ,0
2326,1910.17,StoreC,NV,0
2327,1642.58,StoreH,WA,0
2328,4.13,StoreB,CA,0
2329,1273.17,StoreH,CA,0
2330,103.22,StoreF,TX,0
2331,515.96,StoreF,NY,0
2332,119.99,StoreF,TX,0
2333,1207.99,StoreG,CA,0
2334,1373.49,StoreA,FL,0
2335,229.86,StoreE,TX,1
2336,768.29,StoreC,IL,1
2337,913.02,StoreH,CA,0
2338,738.74,StoreG,CA,0
2339,242.93,StoreH,NJ,0
2340,838.48,StoreB,NJ,0
2341,1502.6,StoreG,FL,0
2342,142.94,StoreA,FL,0
2343,161.28,StoreH,FL,0
2344,710.19,StoreG,NJ,0
2345,1883.51,StoreG,NY,0
2346,1337.48,StoreD,IL,0
2347,1357.66,StoreB,CA,0
2348,724.48,StoreF,FL,0
2349,1187.73,StoreB,NY,0
2350,21.25,StoreB,NV,0
2351,1272.56,StoreD,IL,0
2352,1826.66,StoreE,WA,0
2353,1225.53,StoreG,WA,0
2354,1747.52,StoreC,NJ,0
2355,1448.22,StoreF,NV,0
2356,242,StoreH,NV,0
2357,1805,StoreE,CA,0
2358,133.82,StoreA,NY,0
2359,1068.4,StoreG,NY,1
2360,285.13,StoreF,NV,0
2361,24.4,StoreC,IL,0
2362,844.65,StoreG,TX,0
2363,590.79,StoreA,NV,0
2364,972.51,StoreD,CA,0
2365,1154.82,StoreE,NV,0
2366,88.43,StoreG,IL,0
2367,246.88,StoreF,IL,0
2368,1117.73,StoreB,NV,0
2369,686.99,StoreH,NY,0
2370,1458.62,StoreH,NV,0
2371,1304.93,StoreH,FL,0
2372,1691.36,StoreC,FL,0
2373,1385.29,StoreG,TX,0
2374,860.43,StoreH,CA,0
2375,1346.26,StoreF,NJ,0
2376,551.49,StoreB,CA,0
2377,613.32,StoreF,WA,0
2378,1578.18,StoreG,NY,0
2379,893.39,StoreA,NJ,0
2380,1596.96,StoreB,CA,0
2381,1645.02,StoreB,TX,0
2382,1715.27,StoreF,FL,0
2383,1833.35,StoreD,NY,0
2384,862.54,StoreG,IL,1
2385,638.41,StoreH,FL,0
2386,1164.82,StoreD,TX,0
2387,742.97,StoreE,NY,0
2388,1202.55,StoreH,NJ,0
2389,1411.47,StoreA,NV,0
2390,1377.12,StoreD,CA,0
2391,749.73,StoreF,TX,0
2392,334.55,StoreG,NY,0
2393,861.63,StoreD,FL,0
2394,286.05,StoreE,NY,0
2395,1780.3,StoreC,NV,0
2396,692.41,StoreE,TX,0
2397,309.77,StoreB,NY,0
2398,51.87,StoreH,IL,0
2399,1292,StoreG,TX,1
2400,1274.17,StoreB,TX,0
2401,681.87,StoreD,FL,0
2402,144.35,StoreD,NJ,0
2403,819.85,StoreE,WA,0
2404,623.12,StoreE,CA,0
2405,1354.56,StoreF,WA,0
2406,1211.95,StoreA,NJ,0
2407,729.82,StoreF,IL,0
2408,436.57,StoreB,NV,0
2409,1976.08,StoreF,NY,0
2410,908.55,StoreE,WA,0
2411,1376.86,StoreG,CA,0
2412,281.97,StoreF,NJ,0
2413,971.69,StoreC,FL,0
2414,56.05,StoreH,CA,0
2415,1011.4,StoreA,TX,1
2416,1928.07,StoreE,TX,0
2417,769.03,StoreG,NV,1
2418,78.95,StoreD,IL,0
2419,62.88,StoreH,NY,0
2420,776.59,StoreF,NY,0
2421,320.89,StoreE,FL,0
2422,47.68,StoreD,NV,0
2423,1512.67,StoreD,NY,0
2424,917.59,StoreB,IL,0
2425,579.2,StoreB,NJ,0
2426,1800.27,StoreG,TX,0
2427,233.16,StoreE,NJ,0
2428,1911.88,StoreH,NJ,0
2429,628.62,StoreG,NV,0
2430,1776.92,StoreE,CA,0
2431,1206.28,StoreC,WA,0
2432,1653.59,StoreA,WA,0
2433,1968.04,StoreA,NV,0
2434,577.52,StoreH,NJ,0
2435,1922.31,StoreE,NV,0
2436,779.57,StoreB,IL,0
2437,771.64,StoreH,IL,0
2438,681.43,StoreF,NY,1
2439,1083.27,StoreG,WA,0
2440,309.14,StoreC,FL,0
2441,1107.87,StoreA,FL,0
2442,1083.87,StoreE,NJ,0
2443,1524.04,StoreB,IL,0
2444,1667.47,StoreB,NY,0
2445,881.44,StoreB,NY,0
2446,605.36,StoreG,NY,0
2447,519.41,StoreF,NJ,0
2448,390.05,StoreD,NJ,0
2449,116.24,StoreH,IL,1
2450,685.55,StoreG,FL,0
2451,541.23,StoreF,NY,0
2452,1932.87,StoreB,IL,0
2453,1115.86,StoreE,CA,0
2454,695.21,StoreH,CA,0
2455,1161.35,StoreC,TX,0
2456,279.25,StoreF,CA,0
2457,888.64,StoreE,NV,0
2458,1252.84,StoreG,TX,0
2459,978.31,StoreG,CA,0
2460,804.16,StoreH,NV,1
2461,1987.7,StoreB,CA,0
2462,1760.75,StoreC,IL,0
2463,1247.19,StoreA,WA,0
2464,1139.19,StoreA,NV,0
2465,1241.7,StoreG,NY,1
2466,403.42,StoreE,IL,0
2467,790.88,StoreC,WA,0
2468,79.88,StoreE,NV,1
2469,951.62,StoreC,IL,0
2470,1086.51,StoreC,NY,0
2471,456.27,StoreG,NV,0
2472,1928.09,StoreE,NV,0
2473,1819,StoreG,WA,0
2474,1444.56,StoreH,IL,0
2475,1067.24,StoreC,CA,0
2476,1740.07,StoreF,NV,0
2477,262.17,StoreB,CA,0
2478,1581.23,StoreH,NV,0
2479,250.52,StoreC,FL,0
2480,1588.63,StoreF,TX,0
2481,552.26,StoreC,CA,0
2482,1754.3,StoreF,CA,0
2483,1888.14,StoreE,WA,0
2484,298.44,StoreA,NY,0
2485,925.89,StoreD,FL,0
2486,1961.99,StoreH,NY,0
2487,967.33,StoreC,FL,0
2488,1727.23,StoreD,FL,0
2489,1177.87,StoreC,NJ,0
2490,751.28,StoreE,IL,0
2491,572.28,StoreE,IL,0
2492,407.24,StoreF,IL,0
2493,1523.83,StoreC,NV,0
2494,773.69,StoreE,WA,0
2495,1023.04,StoreE,NY,0
2496,985.16,StoreC,TX,0
2497,1154.98,StoreF,FL,0
2498,1731.29,StoreF,FL,1
2499,1961.5,StoreF,WA,1
2500,815.76,StoreF,CA,0
2501,1655.21,StoreA,NV,0
2502,1529.29,StoreC,TX,0
2503,1147.48,StoreG,IL,0
2504,1912.14,StoreA,FL,0
2505,401.75,StoreE,CA,0
2506,219.42,StoreA,NY,0
2507,1708.07,StoreH,FL,0
2508,878.86,StoreG,CA,0
2509,1694.09,StoreG,NY,0
2510,1786.29,StoreG,NV,0
2511,125.85,StoreF,IL,0
2512,1767.05,StoreE,WA,0
2513,897.19,StoreA,NY,1
2514,1021.35,StoreA,FL,0
2515,1253.56,StoreH,NJ,0
2516,1852.84,StoreC,NJ,0
2517,39.21,StoreA,TX,0
2518,954.21,StoreH,NY,0
2519,1375.76,StoreE,TX,0
2520,1445.69,StoreF,TX,0
2521,1385.37,StoreC,NY,0
2522,269.74,StoreH,WA,0
2523,599.49,StoreA,WA,0
2524,718.07,StoreC,NJ,0
2525,1609.07,StoreD,NV,0
2526,558.24,StoreC,WA,0
2527,422.2,StoreG,NY,0
2528,1914.94,StoreF,NJ,0
2529,18.72,StoreG,WA,0
2530,1995.64,StoreD,CA,0
2531,1353.97,StoreG,IL,0
2532,1657.11,StoreD,TX,0
2533,589.94,StoreC,IL,0
2534,29.62,StoreE,NJ,0
2535,1476,StoreF,FL,0
2536,1668.46,StoreE,TX,0
2537,1481.21,StoreF,NJ,0
2538,286.56,StoreH,FL,0
2539,1507.1,StoreF,CA,0
2540,1538.08,StoreG,CA,0
2541,1317.42,StoreG,IL,0
2542,1532.47,StoreE,CA,0
2543,1692,StoreB,NJ,0
2544,1227.59,StoreH,NJ,0
2545,178.12,StoreD,NY,0
2546,975.77,StoreG,TX,0
2547,156.22,StoreH,FL,0
2548,815.68,StoreG,WA,0
2549,814.81,StoreG,IL,0
2550,132.95,StoreC,IL,0
2551,698.29,StoreE,CA,0
2552,222.89,StoreE,CA,0
2553,1616.66,StoreG,NJ,0
2554,1895.43,StoreC,FL,0
2555,145.56,StoreG,TX,0
2556,1910.28,StoreD,TX,0
2557,1045.63,StoreC,NJ,0
2558,599.83,StoreG,IL,0
2559,154.65,StoreF,FL,0
2560,1001.75,StoreB,IL,0
2561,1589.24,StoreF,NJ,0
2562,1414.47,StoreB,WA,0
2563,101.4,StoreC,NV,0
2564,146.73,StoreF,TX,0
2565,806.34,StoreD,FL,0
2566,591.29,StoreH,WA,0
2567,465.54,StoreF,FL,0
2568,562.73,StoreE,IL,0
2569,1607.16,StoreH,CA,0
2570,1858.53,StoreH,NJ,0
2571,810.8,StoreB,FL,0
2572,1812.32,StoreB,IL,1
2573,643.67,StoreG,NY,0
2574,953.4,StoreD,CA,0
2575,452.83,StoreB,CA,0
2576,1281.31,StoreB,TX,0
2577,1957.98,StoreG,NV,0
2578,1207.38,StoreD,TX,0
2579,716.27,StoreF,NY,0
2580,1295.99,StoreC,IL,0
2581,246.72,StoreF,NJ,0
2582,1777.43,StoreE,CA,0
2583,1006.66,StoreE,CA,0
2584,899.25,StoreB,WA,0
2585,1172.14,StoreH,FL,0
2586,1249.94,StoreE,NJ,0
2587,144.48,StoreC,NV,0
2588,1365.55,StoreB,NV,0
2589,484.62,StoreG,FL,0
2590,1428.19,StoreE,NJ,1
2591,1645.25,StoreH,NY,0
2592,1608.11,StoreG,NV,1
2593,1105.45,StoreA,CA,0
2594,1040.82,StoreA,NY,0
2595,286.61,StoreA,TX,0
2596,1550.92,StoreG,NJ,0
2597,543.55,StoreA,TX,0
2598,993.89,StoreF,NY,0
2599,569.26,StoreA,CA,0
2600,268.52,StoreB,WA,0
2601,1259.49,StoreD,TX,0
2602,109.61,StoreF,IL,1
2603,1497.54,StoreH,CA,0
2604,635.86,StoreD,FL,0
2605,1.27,StoreB,NV,0
2606,1022.75,StoreH,WA,1
2607,94.66,StoreB,WA,0
2608,553.06,StoreC,NY,1
2609,1414.25,StoreH,NV,0
2610,126.32,StoreF,FL,0
2611,1678.84,StoreD,TX,0
2612,8.64,StoreA,WA,0
2613,494.4,StoreB,IL,0
2614,1482.07,StoreA,CA,0
2615,633.22,StoreH,NJ,0
2616,204.68,StoreD,WA,0
2617,721.11,StoreG,WA,0
2618,541.52,StoreF,CA,0
2619,1685.58,StoreE,FL,0
2620,627.38,StoreG,NY,0
2621,1578.08,StoreH,WA,0
2622,1783.85,StoreH,WA,0
2623,868.2,StoreG,NV,0
2624,1819.98,StoreE,NJ,0
2625,755.26,StoreH,IL,0
2626,1928.19,StoreH,TX,0
2627,179.49,StoreB,NY,0
2628,1374.35,StoreC,NJ,0
2629,988.13,StoreH,IL,0
2630,775.91,StoreA,IL,0
2631,1265.79,StoreB,FL,0
2632,1408.01,StoreC,NJ,0
2633,9.72,StoreA,FL,1
2634,334.74,StoreD,CA,0
2635,1426.38,StoreG,TX,0
2636,1333.1,StoreG,NY,0
2637,1932.13,StoreE,CA,0
2638,1522.31,StoreC,WA,0
2639,1901.59,StoreA,TX,0
2640,1405.38,StoreH,NV,0
2641,596.81,StoreB,NV,0
2642,211.62,StoreA,CA,0
2643,1563.87,StoreB,NY,0
2644,1288.65,StoreG,TX,0
2645,97.32,StoreE,NV,0
2646,720.74,StoreH,NV,0
2647,1913.64,StoreE,NY,1
2648,1001.3,StoreA,NJ,0
2649,866.03,StoreA,CA,0
2650,915.94,StoreB,FL,0
2651,418.56,StoreB,WA,0
2652,738.05,StoreC,IL,0
2653,740.26,StoreG,WA,0
2654,105.66,StoreC,TX,0
2655,1535.37,StoreC,NV,0
2656,833.59,StoreA,IL,0
2657,1644.54,StoreF,IL,0
2658,1700.85,StoreF,FL,0
2659,424.78,StoreF,IL,0
2660,1315.05,StoreF,NY,0
2661,945.09,StoreC,CA,1
2662,1760.43,StoreA,TX,0
2663,432.27,StoreF,NY,0
2664,1355.95,StoreH,CA,0
2665,1215.9,StoreE,NY,0
2666,591.31,StoreD,NV,0
2667,274.07,StoreE,NV,0
2668,1303.63,StoreA,FL,0
2669,1477.46,StoreA,NY,0
2670,631.94,StoreD,WA,0
2671,1290.02,StoreB,IL,1
2672,790.87,StoreB,NV,0
2673,1426.7,StoreH,NJ,0
2674,399.23,StoreB,CA,0
2675,1780.54,StoreC,NJ,0
2676,575.53,StoreB,NJ,0
2677,736.2,StoreG,FL,0
2678,117.13,StoreC,NJ,0
2679,223.91,StoreC,NJ,0
2680,1032.21,StoreH,NJ,0
2681,535.92,StoreB,IL,0
2682,1671.12,StoreB,TX,0
2683,30.37,StoreH,NY,0
2684,758.81,StoreD,WA,0
2685,675.35,StoreF,NJ,0
2686,39.64,StoreH,NJ,0
2687,249.61,StoreD,NV,0
2688,827.87,StoreC,WA,0
2689,986.24,StoreD,IL,0
2690,809.18,StoreC,CA,0
2691,1062.34,StoreA,NY,0
2692,1190.67,StoreC,WA,1
2693,20.84,StoreC,CA,0
2694,928.73,StoreD,FL,0
